custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688799_1210429118_glm4_dewrap_join_chunk_0026,688799,华纳药厂,1210429118,26,31,results/glm4_dewrap_join_pilot50_20260705/chunks/688799_1210429118_glm4_dewrap_join_chunk_0026.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5939,5384,3990,3990,31,3990,212,212,公司核心技术已对应多项专利并应用于甘磷酰胆碱、左奥硝唑、胶体果胶铋、吸入用乙酰半胱氨酸、法罗培南钠、多库酯钠等产品。其承担多项国家级、省级科研及产业化项目，甲磺酸帕珠沙星项目实现年产50吨生产线并通过GMP认证，多库酯钠项目建成年产10亿片制剂及年产200吨原料药产能。公司还建设手性药物湖南省工程研究中心、胶体果胶铋年产300吨生产线、甘油磷脂酰胆碱生产线和智能化小容量注射剂车间，并取得多项发明专利、验收证书及科技奖励。,106,48,48,0,1,2,6,17,18,4,22,0.4583333333333333,3,-19,3.2708333333333335,
688799_1210429118_glm4_dewrap_join_chunk_0027,688799,华纳药厂,1210429118,27,31,results/glm4_dewrap_join_pilot50_20260705/chunks/688799_1210429118_glm4_dewrap_join_chunk_0027.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6415,6150,3969,3969,31,3969,245,245,发行人拥有38个化药制剂、19个中药制剂及32个A状态化药原料药产品，其中改良型新药化药制剂5个、中药制剂10个。胶体果胶铋产品依托铋剂工程技术，全溶工艺使铋结合与转化率达99%以上，游离铋内控低于USP标准40μg/g，并取得5项发明专利，已成为国内胶体果胶铋龙头企业。吸入用乙酰半胱氨酸溶液通过pH、表面张力、黏度、络合剂及氮气保护等控制稳定性和1至5μm粒径，已获1项发明专利并申请1项专利。磷霉素氨丁三醇散为公司首家通过一致性评价产品，2019年城市公立医院销售额占比22.77%。,123,64,64,0,1,14,10,20,16,3,19,0.296875,4,-15,2.703125,
688799_1210429118_glm4_dewrap_join_chunk_0028,688799,华纳药厂,1210429118,28,31,results/glm4_dewrap_join_pilot50_20260705/chunks/688799_1210429118_glm4_dewrap_join_chunk_0028.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6418,6141,3872,3872,31,3872,250,250,公司中药及化药产品形成多项产品技术：裸花紫珠分散片采用逆流提取和多效浓缩联合技术，使提取物浸膏总黄酮量达19%；二甲双胍格列吡嗪片为国内首仿，2019年城市公立医院同通用名销售份额54.11%，并依托格列吡嗪新晶型专利提升水溶性和同步释放。甘磷酰胆碱采用柱色谱合成路线，单杂可达0.1%以下并取得ZL201711115959.X专利。泮托拉唑钠原料药纯度可达99%以上，杂质D、F分别控制在0.1%以内。公司设有科技开发公司和湖南省手性药物工程研究中心，研发及技术人员212人，占总人数26.43%。,125,78,78,0,2,8,16,28,19,5,24,0.3076923076923077,4,-20,2.8846153846153846,
688799_1210429118_glm4_dewrap_join_chunk_0029,688799,华纳药厂,1210429118,29,31,results/glm4_dewrap_join_pilot50_20260705/chunks/688799_1210429118_glm4_dewrap_join_chunk_0029.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5683,4864,3808,3808,31,3808,251,251,公司科技开发公司拥有3000平米以上实验室，手性工程公司拥有2400平米实验室和300平米中试车间，可支持药学研究及原料药从克到吨级开发转化。报告期研发投入由2018年的2561.53万元增至2020年的6365.81万元，占营业收入比例由4.18%升至6.70%。截至招股说明书签署日，公司有64个在研项目，其中消化系统13个、呼吸系统13个、抗感染7个、儿童用药3个、其他28个，含1类新药3个、2类新药3个。新药管线包括乾清颗粒、HND-01、HND-02、多库酯钠颗粒、恩替卡韦颗粒等重点项目。,126,52,52,0,1,5,9,18,16,3,19,0.36538461538461536,4,-15,3.0,
688799_1210429118_glm4_dewrap_join_chunk_0030,688799,华纳药厂,1210429118,30,31,results/glm4_dewrap_join_pilot50_20260705/chunks/688799_1210429118_glm4_dewrap_join_chunk_0030.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5927,5178,3901,3901,31,3901,246,246,公司38个化药制剂品规中，除左奥硝唑片、克霉唑阴道片、进口分包装产品及部分新近获批注射剂等外，28个化药品种需开展一致性评价并分两阶段推进。第一阶段已有蒙脱石散、聚乙二醇4000散、磷霉素氨丁三醇散和枸橼酸铋钾胶囊4个品种获批通过，其中磷霉素氨丁三醇散为公司第1家通过。琥珀酸亚铁片、吗替麦考酚酯胶囊已完成申报，泮托拉唑钠肠溶片等处于申报准备或临床、药学评价阶段。公司还与外部机构合作研发巴洛沙韦片、盐酸贝尼地平片、恩替卡韦颗粒、吸入用盐酸左沙丁胺醇溶液等项目，单项合同金额最高2500万元。,123,58,58,0,1,10,9,20,15,3,18,0.3103448275862069,4,-14,2.810344827586207,
688799_1210429118_glm4_dewrap_join_chunk_0031,688799,华纳药厂,1210429118,31,31,results/glm4_dewrap_join_pilot50_20260705/chunks/688799_1210429118_glm4_dewrap_join_chunk_0031.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,1494,1420,852,852,31,852,121,121,公司坚持自主研发为主、合作研发和技术引进为补充，推进仿制药、改良型新药研发，并以化学药物为主、中药为辅，制剂与原料药并重。溴夫定项目公司出资500万元、对方技术作价500万元，超出部分各承担50%；公司报告期内有境外销售但无境外生产经营资产。,61,27,27,0,6,0,2,17,2,0,2,0.07407407407407407,2,0,2.3333333333333335,
688786_1210794328_glm4_dewrap_join_chunk_0001,688786,悦安新材,1210794328,1,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6624,6284,3925,3925,15,3925,241,241,"公司专注超细金属粉末新材料，研发、生产和销售羰基铁粉、雾化合金粉及软磁粉、金属注射成型喂料、吸波材料等深加工产品，处于粉末冶金产业链上游。公司拥有省级企业技术中心、省级羰基金属粉体材料工程研究中心，境内14项发明专利、20项实用新型专利及1项境外发明专利，参与7项国家及行业标准。2020年主营收入25,412.81万元，雾化合金粉、软磁粉、羰基铁粉占比分别为43.28%、25.50%、25.40%；产品远销20余个国家和地区，并获三星电机、VIVO、精研科技、富世华等客户认可。",121,72,72,0,18,8,18,17,8,3,11,0.1527777777777778,3,-8,1.9722222222222223,
688786_1210794328_glm4_dewrap_join_chunk_0002,688786,悦安新材,1210794328,2,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7213,6856,3940,3940,15,3940,108,108,公司所属行业为C33金属制品业，主要产品可归入战略性新兴产业中的新型金属功能材料、高温合金制造和高品质不锈钢制品制造相关类别。公司为中国钢结构协会粉末冶金分会等多个行业组织成员，产品符合高新技术产品及新材料产业方向。,54,63,63,0,8,46,4,3,2,0,2,0.031746031746031744,2,0,1.126984126984127,
688786_1210794328_glm4_dewrap_join_chunk_0003,688786,悦安新材,1210794328,3,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6454,6162,3950,3950,15,3950,281,281,"国内能够批量化生产羰基铁粉的企业较少，2019年全国6家主要企业羰基铁粉产量10,250吨、销量8,512吨，悦安新材产量2,853.98吨，占国内市场27.84%。发行人核心产品多项指标优于国外竞品，如T6羰基铁粉D50≤1.2微米、316L-G喂料孔隙率≤0.2%、T8HA软磁粉工作温度等级155℃。协会说明公司打破巴斯夫在中高端羰基铁粉领域垄断，2019年公司在国内羰基铁市场占有率超过30%、羰基铁基软磁粉末市场占有率超过50%。多家客户说明悦安新材产品逐步替代巴斯夫、Atmix等进口产品，并应用于VIVO、OPPO、华为无线耳机、高铁刹车片等终端。",141,46,46,0,5,17,4,5,8,7,15,0.32608695652173914,4,-11,2.3260869565217392,
688786_1210794328_glm4_dewrap_join_chunk_0004,688786,悦安新材,1210794328,4,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6795,6499,3947,3947,15,3947,118,118,发行人已开发出低成本压制成型用羰基铁粉，并交付部分客户开发测试，若通过验证并量产，可进入部分中端压制成型市场。雾化合金粉方面，公司处于注射成型用金属粉末、软磁材料用雾化金属粉等竞争领域，产品需求受MIM、金属3D打印和软磁材料应用推动。,59,58,58,0,3,50,2,2,1,0,1,0.017241379310344827,2,1,1.103448275862069,
688786_1210794328_glm4_dewrap_join_chunk_0005,688786,悦安新材,1210794328,5,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6825,6469,3932,3932,15,3932,196,196,"发行人软磁粉以羰基铁粉、雾化合金粉为基础，经表面处理、绝缘包覆等工艺深加工，下游以一体成型电感元器件为主。公司羰基铁粉、雾化合金粉和金属注射成型喂料可用于智能终端、汽车精密结构件，软磁粉可用于高性能电感元件和新能源汽车电机定子。公司目前已与HILTI、富世华、威海祥光等金刚石磨具企业建立长期稳定合作关系；2019年发行人羰基铁粉产量2,853.98吨，占全国6家主要企业产量的27.84%。",98,63,63,0,4,39,7,8,4,1,5,0.07936507936507936,3,-2,1.5555555555555556,
688786_1210794328_glm4_dewrap_join_chunk_0006,688786,悦安新材,1210794328,6,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6518,6207,3998,3998,15,3998,231,231,"公司自2010年开拓国际市场，客户覆盖20余个国家和地区，2019年羰基铁粉产量2,853.98吨，按全球产量25,089吨测算市场占有率11.38%。公司雾化合金粉2019年销量308.58吨，雾化钢铁粉市场份额约0.12%；软磁粉销量970.35吨，市场份额约0.22%；MIM喂料销售收入2,795.41万元，市场份额约2.61%。公司拥有省级技术中心和工程研究中心，境内14项发明专利、20项实用新型专利、1项境外发明专利，并参与7项国家及行业标准制定。",116,68,68,0,7,13,16,18,11,3,14,0.20588235294117646,3,-11,2.323529411764706,
688786_1210794328_glm4_dewrap_join_chunk_0007,688786,悦安新材,1210794328,7,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6337,5960,3929,3929,15,3929,281,282,"公司产品包括羰基铁粉、雾化合金粉、软磁粉、金属注射成型喂料和吸波材料，同行可比公司涵盖巴斯夫、Sandvik、GKN、铂力特、屹通新材、Epson Atmix、安泰霸州、铂科新材等。公司出口产品主要为羰基铁粉，已按欧盟REACH要求取得相应认证；美国加征关税后，公司对美国销售额由2018年2,130.88万元降至2020年468.43万元，占主营业务收入比例由10.25%降至1.84%。2020年羰基铁粉产能3,850吨、总产量3,009.62吨、销量1,574.12吨，产能利用率78.17%、产销率91.25%；2019年羰基铁粉总产量2,853.98吨。",141,49,49,0,5,10,17,10,5,2,7,0.14285714285714285,3,-4,2.122448979591837,
688786_1210794328_glm4_dewrap_join_chunk_0008,688786,悦安新材,1210794328,8,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6076,5498,3834,3834,15,3834,298,298,"报告期内公司主营业务收入由2018年20,785.27万元增至2020年25,412.81万元，2020年雾化合金粉、软磁粉、羰基铁粉收入分别为10,998.08万元、6,479.21万元、6,454.54万元，占比43.28%、25.50%、25.40%。2020年直销收入21,722.21万元，占85.48%，境内销售21,689.19万元，占85.35%。前五大客户销售占比2018年至2020年分别为59.38%、53.72%、56.37%，其中精研科技销售额由4,521.00万元增至9,760.12万元，占2020年主营业务收入38.41%；公司不存在单一客户销售超过50%的情况。",149,62,62,0,6,8,14,18,12,4,16,0.25806451612903225,3,-13,2.5483870967741935,
688786_1210794328_glm4_dewrap_join_chunk_0009,688786,悦安新材,1210794328,9,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5866,5184,3979,3979,15,3979,276,276,"按终端客户口径，2020年前五大客户包括精研科技、同心原、广州瑞通、安徽璜峪和威世电子，精研科技销售额9,760.12万元，占主营收入38.41%。公司产品主要应用于3C、电子元器件、高端汽车精密零部件等领域，2020年3C领域收入11,310.38万元，占44.51%，电子元器件收入6,829.38万元，占26.87%。注射成型喂料2020年前五大客户收入879.17万元，占该产品收入81.08%；主要原材料包括海绵铁、液氨、焦炭、纯铁、铁硅合金和初级金属粉末，2020年初级雾化合金粉采购金额9,666.80万元，占主要原材料采购66.40%。",138,58,58,0,5,7,15,19,9,3,12,0.20689655172413793,3,-9,2.5,
688786_1210794328_glm4_dewrap_join_chunk_0010,688786,悦安新材,1210794328,10,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5433,4739,3723,3723,15,3723,273,273,"报告期内，公司主要外购原材料及自制产品耗用量分别为6,849.72吨、5,263.66吨和6,569.99吨，对应产成品产量6,081.64吨、4,815.30吨和5,506.14吨，变动趋势基本一致。2020年前五名供应商采购额14,125.11万元，占采购总额77.33%，其中石家庄利德粉末材料采购额9,492.57万元，占51.97%；报告期内不存在单一供应商采购超过50%的情况。截至2020年末，公司固定资产账面原值15,947.95万元、账面价值7,498.09万元，主要设备账面原值6,400.40万元、净值2,732.42万元。",137,57,57,0,6,8,14,16,10,3,13,0.22807017543859648,3,-10,2.43859649122807,
688786_1210794328_glm4_dewrap_join_chunk_0011,688786,悦安新材,1210794328,11,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5573,4763,3965,3965,15,3965,182,182,"截至签署日，公司无形资产账面原值3,713.46万元、账面价值3,364.74万元，其中土地使用权账面价值3,130.65万元、专利权157.96万元。发行人及子公司拥有多处工业用地和厂房，广州纳联一处租赁厂房权属存在瑕疵，主要设备已搬迁至发行人厂区，控股股东及实控人承诺承担相关损失。公司及子公司拥有13项境内注册商标、2项境外注册商标，并披露已拥有专利35项。",91,75,75,0,5,2,24,40,3,1,4,0.05333333333333334,3,-1,2.493333333333333,
688786_1210794328_glm4_dewrap_join_chunk_0012,688786,悦安新材,1210794328,12,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6056,5141,3994,3994,15,3994,260,260,公司及子公司共拥有35项专利，其中境内发明专利14项、实用新型专利20项、境外发明专利1项，覆盖羰基铁粉制备、金属磁粉芯、3D打印快速成型、气雾化和离心雾化制粉等技术，且专利权未设定质押等限制。发行人及子公司拥有高新技术企业、环境和质量管理体系、排污、安全生产、IATF、REACH、武器装备质量管理体系及医疗器械经营备案等资质。公司拥有省级企业技术中心、省级羰基金属粉体材料工程研究中心，参与制定7项国家及行业标准，并掌握高压循环合成羰基铁、常压热分解、超细羰基铁粉热处理、高品质低成本气雾化及离心雾化制粉等核心技术。,130,78,78,0,4,5,18,20,25,6,31,0.3974358974358974,3,-28,2.9615384615384617,
688786_1210794328_glm4_dewrap_join_chunk_0013,688786,悦安新材,1210794328,13,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6215,5608,3990,3990,15,3990,245,245,"公司核心技术包括超细羰基铁粉热处理、高频无极灯金属磁粉芯制备、高品质低成本气雾化、离心雾化制粉及基于羰基金属络合物的3D打印快速成型，均处于成熟应用阶段并对应发明专利。报告期内核心技术产品贡献主营业务收入25,412.81万元、21,016.69万元和20,785.27万元，2020年雾化合金粉、软磁粉、羰基铁粉收入占比分别为43.28%、25.50%、25.40%。公司拥有14项境内发明专利、20项实用新型专利和1项境外发明专利，承担多项产业化及科技项目，参与7项国家或行业标准编制。",123,67,67,0,1,10,11,18,20,7,27,0.40298507462686567,3,-24,3.0,
688786_1210794328_glm4_dewrap_join_chunk_0014,688786,悦安新材,1210794328,14,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6084,5513,3989,3989,15,3989,250,250,"公司在研项目围绕超细金属粉体工艺优化和应用拓展，覆盖碳纳米管复合材料、中央控制系统升级、F75喂料、POM基陶瓷喂料、软磁粉耐高温产品、羰基铁粉分解器减挂壁、气流磨粉碎、06粉制备、残渣固液分离、F75雾化粉和非晶粉末等。部分项目给出硬目标：碳纳米管首年产量50吨、次年200吨，06粉年产能力360吨，F75粉末目标产量50吨/年，非晶粉末非晶比例可达95%以上。报告期研发费用分别为898.04万元、1,338.70万元和1,644.50万元，占营业收入比例为4.31%、6.28%和6.41%。",125,62,62,0,1,13,15,17,13,3,16,0.25806451612903225,3,-13,2.596774193548387,
688786_1210794328_glm4_dewrap_join_chunk_0015,688786,悦安新材,1210794328,15,15,results/glm4_dewrap_join_pilot50_20260705/chunks/688786_1210794328_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,2908,2840,1699,1699,15,1699,211,211,公司核心技术人员为李上奎、王兵、李博、李显信和罗永弟，均参与多项羰基铁粉、气雾化制粉、3D打印快速成型、碳纳米管及相关国家标准成果，且报告期内未发生变动。公司与核心技术人员签署劳动合同、保密协议和竞业限制协议，核心技术人员均直接或间接持股。公司建有省级企业技术中心、江西省羰基金属粉体材料工程研究中心和江西“海智计划”悦安工作站，并与国家纳米科学中心、江西理工大学等开展产学研合作；截至签署日，公司拥有境外子公司德国岳龙。,106,38,38,0,0,6,9,13,8,2,10,0.2631578947368421,3,-7,2.763157894736842,
688105_1211530535_glm4_dewrap_join_chunk_0001,688105,诺唯赞,1211530535,1,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6977,6538,3980,3980,18,3980,275,275,"公司围绕酶、抗原、抗体等功能性蛋白及高分子材料研发，形成生物试剂、体外诊断和抗体药物研发业务，具备自主上游技术开发与终端产品生产能力。公司拥有超过400人的研发团队、200余种基因工程重组酶、1,000余种高性能抗原和单克隆抗体、500多个终端产品，客户覆盖科研院校、测序服务、分子诊断、制药及医疗机构。截至2021年6月30日，公司拥有50项专利、其中发明专利32项，67项中国医疗器械注册证书；新冠相关业务中，2020年为核酸检测试剂企业提供超过3亿人份关键原料，抗体检测试剂盒销售约3,100万人份，并取得新冠中和抗体药物许可费及销售提成安排。",138,59,59,0,4,7,18,16,10,4,14,0.23728813559322035,3,-11,2.559322033898305,
688105_1211530535_glm4_dewrap_join_chunk_0002,688105,诺唯赞,1211530535,2,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6781,6410,3999,3999,18,3999,264,264,"报告期内，发行人主营收入以生物试剂为主，2021年1-6月生物试剂收入63,011.51万元、占78.06%，2020年收入99,623.65万元、占63.90%；POCT诊断试剂2020年收入56,019.20万元、占35.93%。公司研发分为基础科学研究院负责上游共性技术与工艺研发，各事业部负责下游应用研发，基础科学研究院已开发200余种重组酶和1,000余种高性能抗原及单克隆抗体。公司生物试剂以直销为主、经销为辅，在全国20多个城市及地区设直销办事处；体外诊断产品以经销为主、直销为辅，并可采用试剂与仪器联动销售模式。",132,87,87,0,3,14,31,25,11,3,14,0.16091954022988506,3,-11,2.413793103448276,
688105_1211530535_glm4_dewrap_join_chunk_0003,688105,诺唯赞,1211530535,3,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7446,7078,3974,3974,18,3974,152,152,公司参照ISO9001和ISO13485建立质量控制体系，设质量中心负责体系运行、认证注册、内部审核以及原材料、半成品和产成品检测；截至签署日，诺唯赞及诺唯赞医疗取得多项质量体系认证证书。报告期内，公司未发生因产品质量问题引发的重大质量事故或医疗纠纷，也不存在因违反医疗器械产品相关法规而受到处罚的情况。,76,76,76,0,2,40,21,10,3,0,3,0.039473684210526314,2,-1,1.631578947368421,
688105_1211530535_glm4_dewrap_join_chunk_0004,688105,诺唯赞,1211530535,4,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7208,6957,3950,3950,18,3950,111,111,本块主要列示体外诊断行业法规政策、生命科学和生物科研试剂行业概况，发行人绑定信息较少。与发行人直接相关的内容为：国家对生物试剂、体外诊断及POCT等领域的政策支持和监管要求，构成其生物试剂及体外诊断业务发展的外部制度环境。,56,92,92,0,1,82,7,2,0,0,0,0.0,2,2,1.108695652173913,
688105_1211530535_glm4_dewrap_join_chunk_0005,688105,诺唯赞,1211530535,5,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7313,7086,3925,3925,18,3925,133,133,本块主要为体外诊断、POCT、产业链、行业壁垒和技术趋势介绍，发行人新增核心经营事实较少。与发行人直接相关的是，公司科技成果集中于蛋白定向改造与进化、单B细胞高性能抗体发现、规模化多系统重组蛋白制备、量子点修饰偶联与多指标联检等平台，并落地为生物试剂和体外诊断产品。,67,82,82,0,0,64,13,5,0,0,0,0.0,2,2,1.2804878048780488,
688105_1211530535_glm4_dewrap_join_chunk_0006,688105,诺唯赞,1211530535,6,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7276,6934,3948,3948,18,3948,210,210,公司自主形成PCR、qPCR、克隆、逆转录、基因测序、Bio-assay、提取纯化、基因编辑、细胞/蛋白等生物试剂系列，并形成心脑血管、炎症感染等8个POCT试剂系列及量子点全自动免疫荧光分析仪、全自动特定蛋白分析仪。公司围绕酶、抗原、抗体和高分子材料建立蛋白质定向改造、单B细胞抗体发现、重组蛋白制备、量子点修饰偶联等平台，可实现2-8g/L蛋白表达量，并拥有上千种突变酶库。公司在我国国产分子类生物试剂市场排名第一。,105,88,88,0,16,45,8,8,9,2,11,0.125,3,-8,1.4886363636363635,
688105_1211530535_glm4_dewrap_join_chunk_0007,688105,诺唯赞,1211530535,7,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6763,6438,3998,3998,18,3998,254,256,"截至2021年6月30日，公司最近三年研发投入24,083.46万元、平均占比12.02%，研发人员436人，中国区域有效专利50项。公司已成功对200多种酶进行定向改造并可大规模稳定制备，Taq DNA聚合酶、高保真DNA聚合酶、逆转录酶、T4 DNA连接酶、UDG酶和荧光素酶等关键原料在扩增速度、扩增长度、稳定性、耐受性等指标上与进口代表产品形成对比，部分达到国际先进水平。2020年公司在我国分子类生物试剂市场份额约4.0%，排名第五、国内厂商第一，并已形成500多个终端产品、每年推出新产品超过50种。",127,75,75,0,8,18,12,13,18,6,24,0.32,4,-20,2.44,
688105_1211530535_glm4_dewrap_join_chunk_0008,688105,诺唯赞,1211530535,8,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6754,6292,3964,3964,18,3964,247,247,"公司基于量子点修饰偶联与多指标联检技术平台开发量子点免疫荧光试剂，除新冠检测试剂盒主要采用胶体金免疫层析法外，POCT诊断试剂主要使用量子点免疫荧光法。诺唯赞医疗2016年成立，2020年成为江苏省首家、全国第四家胶体金法新冠检测试剂盒获批企业；截至招股书签署日，公司取得中国医疗器械注册证书74项，截至2021年6月30日已投放3,026台POCT诊断仪器。公司新冠抗体、抗原、核酸检测试剂盒已进入中国、欧盟、新加坡、俄罗斯等供应目录，并已拥有500多个终端产品及34种POCT诊断试剂产品。",124,95,95,0,5,16,22,22,23,7,30,0.3157894736842105,4,-26,2.663157894736842,
688105_1211530535_glm4_dewrap_join_chunk_0009,688105,诺唯赞,1211530535,9,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6478,6053,3976,3976,18,3976,312,312,"报告期内公司研发费用分别为5,300.45万元、6,229.66万元、12,553.34万元和8,451.73万元，占收入31.03%、23.21%、8.02%和10.24%；研发团队超过400人，硕士及以上占比超过50%，截至2021年6月30日拥有50项专利、其中32项发明专利。公司自主开发200余种基因工程重组酶、1,000余种高性能抗原和单克隆抗体，关键原材料自产的生物试剂销售额占比在2018年至2021年1-6月分别为85.51%、82.87%、97.62%、95.24%。POCT关键原料抗体、抗原自产比例保持95%以上；2020年公司为新冠核酸检测试剂生产企业提供超过3亿人份PCR及qPCR系列生物试剂。",156,78,78,0,3,6,11,18,28,12,40,0.5128205128205128,4,-36,3.2564102564102564,
688105_1211530535_glm4_dewrap_join_chunk_0010,688105,诺唯赞,1211530535,10,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6298,5644,3955,3955,18,3955,299,299,"公司2012年成立，已完成200多种酶改造，单个酶种研发周期通常为6-12个月；2016年成立诺唯赞医疗，推出8个系列POCT诊断试剂，并取得67张国内医疗器械产品注册证。报告期内，生物试剂产能利用率分别为86%、90%、97%、83%，2021年1-6月产销率为103%；主营业务收入从2018年16,472.45万元增至2020年155,900.05万元，2021年1-6月为80,724.82万元，其中生物试剂占78.06%。2021年1-6月前五大客户销售额38,871.70万元、占47.09%，上海伯杰销售额26,005.73万元、占31.50%，不存在单一客户销售额超过50%的情形。",150,70,70,0,4,4,10,19,24,9,33,0.4714285714285714,4,-29,3.1714285714285713,
688105_1211530535_glm4_dewrap_join_chunk_0011,688105,诺唯赞,1211530535,11,18,results/glm4_dewrap_join_pilot50_20260705/chunks/688105_1211530535_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5267,4685,3402,3402,18,3402,216,216,"报告期内发行人主要能源为电力，2021年1-6月、2020年、2019年、2018年用电量分别为243.54万度、380.70万度、206.36万度、194.43万度。前五大供应商采购合计占比分别为20.79%、17.59%、28.98%、28.93%，不存在单一供应商采购超过50%或严重依赖少数供应商情形。截至2021年6月30日，固定资产账面价值14,359.87万元，主要仪器设备包括量子点全自动荧光免疫分析仪、PCR仪等。",108,90,90,0,12,3,48,18,9,0,9,0.1,3,-6,2.1,
